"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Oct 15 11:26:09 UTC 2025","Wed Oct 15 11:26:09 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_20Mhz_5g","TestCountryCA20Mhz5GChannel104PeakThroughput","","","test_client_wpa2_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:08 UTC 2025","Wed Oct 15 11:26:08 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_20Mhz_2g","Test20Mhz2GChannel3PeakThroughput","","","test_client_wpa2_enterprise_bridge_udp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_5g","Test20Mhz5GChannel40PeakThroughput","","","test_client_wpa3_bridge_tcp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:06 UTC 2025","Wed Oct 15 11:26:06 UTC 2025","0","SDK Tests","Provisioning Service Tests","Provisioning Service Inventory API tests","","","Delete Inventory device","
        Test to Delete a device in Inventory of Provision service
        Unique marker:owprov_api_delete_inventory
        "
"skipped","Wed Oct 15 11:26:09 UTC 2025","Wed Oct 15 11:26:09 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_20Mhz_5g","TestCountryCA20Mhz5GChannel56PeakThroughput","","","test_client_wpa3_eap_eap_bridge_udp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:09 UTC 2025","Wed Oct 15 11:26:09 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_20Mhz_5g","TestCountryCA20Mhz5GChannel56PeakThroughput","","","test_client_wpa3_eap_eap_bridge_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_5g","TestCountryCA20Mhz5GChannel48PeakThroughput","","","test_client_wpa_bridge_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:14 UTC 2025","Wed Oct 15 11:26:14 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_40Mhz_2g","Test20Mhz2GChannel6PeakThroughput","","","test_client_wpa2_personal_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:13 UTC 2025","Wed Oct 15 11:26:13 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_20Mhz_5g","TestCountryCA20Mhz5GChannel48PeakThroughput","","","test_client_wpa2_eap_nat_tcp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_5g","TestCountryCA20Mhz5GChannel48PeakThroughput","","","test_client_wpa3_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:18 UTC 2025","Wed Oct 15 11:26:18 UTC 2025","0","Country Code Tests","BRIDGE Mode(20 MHz)","GB country code (Channel-52)","","","Test for bandwidth 20 and channel 52","Country code Bridge Mode
           pytest -m ""country_code and twentyMhz and wpa2 and fiveg and channel52""
        "
"skipped","Wed Oct 15 11:26:12 UTC 2025","Wed Oct 15 11:26:12 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.open_encryption","test_peak_throughput_open_20Mhz_2g","Test20Mhz2GChannel2PeakThroughput","","","test_client_open_nat_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""peak_throughput_tests and NAT and open and twog""
        "
"skipped","Wed Oct 15 11:26:15 UTC 2025","Wed Oct 15 11:26:15 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_5g","TestCountryCA20Mhz5GChannel116PeakThroughput","","","test_client_wpa3_nat_udp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:20 UTC 2025","Wed Oct 15 11:26:20 UTC 2025","0","e2e.interOp.validation_of_operating_modes.nat_mode.toggle_wifi_mode_test","test_enterprise_ttls","TestToggleWifiModeNatModeSuiteOne","","","NAT Mode Toggle Wifi Button Test with open encryption 2.4 GHz Band",""
"skipped","Wed Oct 15 11:26:12 UTC 2025","Wed Oct 15 11:26:12 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_80Mhz_5g","Test80Mhz5GChannel100PeakThroughput","","","test_client_wpa_bridge_tcp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:15 UTC 2025","Wed Oct 15 11:26:15 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_40Mhz_5g","Test40Mhz5GChannel108PeakThroughput","","","test_client_wpa3_eap_nat_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_5g","TestCountryCA20Mhz5GChannel108PeakThroughput","","","test_client_wpa3_bridge_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:18 UTC 2025","Wed Oct 15 11:26:18 UTC 2025","0","Country Code Tests","BRIDGE Mode(20 MHz)","JP country code (Channel-161)","","","Test for bandwidth 20 and channel 161","Country code Bridge Mode
           pytest -m ""country_code and twentyMhz and wpa2 and fiveg and channel161""
        "
"skipped","Wed Oct 15 11:26:18 UTC 2025","Wed Oct 15 11:26:18 UTC 2025","0","Country Code Tests","BRIDGE Mode(40 MHz)","IN country code (Channel-3)","","","Test for bandwidth 40 and channel 3","Country code Bridge Mode
           pytest -m ""country_code and fourtyMhz and wpa2 and twog and channel3""
        "
"skipped","Wed Oct 15 11:26:12 UTC 2025","Wed Oct 15 11:26:12 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_20Mhz_2g","Test20Mhz2GChannel4PeakThroughput","","","test_client_wpa2_enterprise_nat_udp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:20 UTC 2025","Wed Oct 15 11:26:20 UTC 2025","0","Multi VLAN Test","VLAN Mode","6Ghz","","","Test VLAN with WPA3 Personal Security Mode","
                    To verify that a client operating with WPA3(personal) security will connect or not using Multi VLANS
            pytest -m ""multi_vlan and wpa3_personal and sixg and ow_sanity_lf""
        "
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_5g","TestCountryCA20Mhz5GChannel108PeakThroughput","","","test_client_wpa3_bridge_udp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_40Mhz_2g","Test20Mhz2GChannel6PeakThroughput","","","test_client_wpa3_enterprise_bridge_udp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:09 UTC 2025","Wed Oct 15 11:26:09 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_40Mhz_5g","Test40Mhz5GChannel140PeakThroughput","","","test_client_wpa2_bridge_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:15 UTC 2025","Wed Oct 15 11:26:15 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_2g","Test20Mhz2GChannel3PeakThroughput","","","test_client_wpa3_personal_nat_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:15 UTC 2025","Wed Oct 15 11:26:15 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_5g","TestCountryCA20Mhz5GChannel140PeakThroughput","","","test_client_wpa3_nat_udp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:18 UTC 2025","Wed Oct 15 11:26:18 UTC 2025","0","Rate Limiting Tests","BRIDGE Mode","WPA2 Personal Security","","","Test for Upload per client batch size 1,2,5 5 GHz","
            Test Rate Limiting Scenario
            pytest -m ""rate_limiting_tests and bridge and wpa2_personal and fiveg and up_per_client""
        "
"skipped","Wed Oct 15 11:26:19 UTC 2025","Wed Oct 15 11:26:19 UTC 2025","0","Client Connectivity Tests","VLAN Mode","EAP TLS Client Connectivity : Suite-A","","","Test for wpa enterprise 2.4 GHz"," wpa enterprise 2g
                    pytest -m ""client_connectivity_tests and vlan and enterprise and tts and twog""
                "
"skipped","Wed Oct 15 11:26:06 UTC 2025","Wed Oct 15 11:26:06 UTC 2025","0","Test Connectivity","test_connectivity","TestResources","","","Cloud Controller Connectivity","Test case to verify cloud Controller Connectivity
           Unique marker: pytest -m ""test_cloud_controller""
        "
"skipped","Wed Oct 15 11:26:06 UTC 2025","Wed Oct 15 11:26:06 UTC 2025","0","SDK Tests","Gateway Service Tests","TestUcentralGatewayService","","","Get a list of OUIs","
            Get a list of OUIs
            Unique marker:pytest -m ""gw_list_of_OUIs""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_40Mhz_2g","Test20Mhz2GChannel5PeakThroughput","","","test_client_wpa_bridge_udp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:13 UTC 2025","Wed Oct 15 11:26:13 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_40Mhz_2g","Test20Mhz2GChannel9PeakThroughput","","","test_client_wpa2_enterprise_nat_tcp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:08 UTC 2025","Wed Oct 15 11:26:08 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_40Mhz_2g","Test20Mhz2GChannel9PeakThroughput","","","test_client_wpa2_enterprise_bridge_tcp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:06 UTC 2025","Wed Oct 15 11:26:06 UTC 2025","0","SDK Tests","Security Service Tests","TestUcentralSecService","","","Get List of existing users(User Management)","
            Retrieve a list of existing users as well as some information about them
            Unique marker:pytest -m ""list_of_existing_users_user_management""
        "
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_40Mhz_2g","Test20Mhz2GChannel4PeakThroughput","","","test_client_wpa3_enterprise_bridge_tcp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:19 UTC 2025","Wed Oct 15 11:26:19 UTC 2025","0","Country Code Tests","BRIDGE Mode(80 MHz)","US country code (Channel-100)","","","Test for bandwidth 80 and channel 100","Country code Bridge Mode
           pytest -m ""country_code and eightyMhz and wpa2 and fiveg and channel100""
        "
"skipped","Wed Oct 15 11:26:14 UTC 2025","Wed Oct 15 11:26:14 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_40Mhz_5g","Test40Mhz5GChannel36PeakThroughput","","","test_client_wpa2_nat_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_personal and twog""
        "
"skipped","Wed Oct 15 11:26:15 UTC 2025","Wed Oct 15 11:26:15 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_80Mhz_5g","Test80Mhz5GChannel100PeakThroughput","","","test_client_wpa3_eap_nat_udp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_5g","TestCountryCA20Mhz5GChannel100PeakThroughput","","","test_client_wpa_bridge_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:16 UTC 2025","Wed Oct 15 11:26:16 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_2g","Test20Mhz2GChannel4PeakThroughput","","","test_client_wpa_nat_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:06 UTC 2025","Wed Oct 15 11:26:06 UTC 2025","0","Spatial Consistency Test","BRIDGE Mode","WPA2 Personal","","","Spatial Consistency Test for AC Clients in BRIDGE Mode","
            Test Description:
            Spatial consistency test intends to verify the Wi-Fi signal consistency in spatial
            domain by testing throughput with DUT at different angles to the Station and at different
            emulated distance. The angles are changed with a programmable turn-table.
            The distance is emulated by adjusting attenuation.

            Marker:
            advance_ac and spatial_consistency and wpa2_personal and bridge

            Note: Please refer to the PDF report for the Test Procedure, Pass/Fail Criteria, and Candela Score.
        "
"skipped","Wed Oct 15 11:26:19 UTC 2025","Wed Oct 15 11:26:19 UTC 2025","0","Country Code Tests","BRIDGE Mode(20 MHz)","RU country code (Channel-144)","","","Test for bandwidth 20 and channel 144","Country code Bridge Mode
           pytest -m ""country_code and twentyMhz and wpa2 and fiveg and channel144""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_40Mhz_5g","Test40Mhz5GChannel36PeakThroughput","","","test_client_wpa_bridge_tcp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:17 UTC 2025","Wed Oct 15 11:26:17 UTC 2025","0","e2e.basic.performance_tests.throughput_benchmark.throughput_vs_various_pkt_sizes.wpa_security","test_bridge_mode","TestThroughputVsPktWpaBridge5G","","","test_client_wpa_personal_bridge_pkt_256_5g[setup_configuration0]","Throughput Vs Pkt Sizes BRIDGE MODE
           pytest -m ""throughput_vs_pkt and Bridge and wpa_personal and fiveg""
        "
"skipped","Wed Oct 15 11:26:17 UTC 2025","Wed Oct 15 11:26:17 UTC 2025","0","e2e.basic.performance_tests.throughput_benchmark.tcp_udp_upstream_downstream_bidirection_throughput_test.wpa2_personal","test_bridge_mode","TestThroughputUnderCombinationsBridge20MHz","","","test_client_wpa2_personal_5g_bi_nss2_udp[setup_configuration0]",""
"skipped","Wed Oct 15 11:26:16 UTC 2025","Wed Oct 15 11:26:16 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_5g","TestCountryCA20Mhz5GChannel100PeakThroughput","","","test_client_wpa_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:19 UTC 2025","Wed Oct 15 11:26:19 UTC 2025","0","Country Code Tests","BRIDGE Mode(40 MHz)","JP country code (Channel-157)","","","Test for bandwidth 40 and channel 157","Country code Bridge Mode
           pytest -m ""country_code and fourtyMhz and wpa2 and fiveg and channel157""
        "
"skipped","Wed Oct 15 11:26:13 UTC 2025","Wed Oct 15 11:26:13 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_20Mhz_5g","TestCountryCA20Mhz5GChannel60PeakThroughput","","","test_client_wpa2_eap_nat_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa2_enterprise and fiveg""
        "
"skipped","Wed Oct 15 11:26:13 UTC 2025","Wed Oct 15 11:26:13 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_40Mhz_2g","Test20Mhz2GChannel2PeakThroughput","","","test_client_wpa2_enterprise_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:20 UTC 2025","Wed Oct 15 11:26:20 UTC 2025","0","Client Connect Tests","BRIDGE Mode","General security mode Client Connect","","","BRIDGE Mode Client Connect Test with wpa3_personal_mixed encryption 2.4 GHz Band","
            BRIDGE Mode Client Connect Test with wpa3_personal_mixed encryption 2.4 GHz Band
            pytest -m ""client_connect_tests and bridge and general and wpa3_personal_mixed and twog""
        "
"skipped","Wed Oct 15 11:26:15 UTC 2025","Wed Oct 15 11:26:15 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_2g","Test20Mhz2GChannel8PeakThroughput","","","test_client_wpa3_personal_nat_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:14 UTC 2025","Wed Oct 15 11:26:14 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_20Mhz_5g","TestCountryCA20Mhz5GChannel64PeakThroughput","","","test_client_wpa3_eap_eap_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:18 UTC 2025","Wed Oct 15 11:26:18 UTC 2025","0","Rate Limiting With Radius Test","BRIDGE Mode","WPA3 Enterprise Security","","","Test for TCP Download per Station 6GHz",""
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_2g","Test20Mhz2GChannel4PeakThroughput","","","test_client_wpa3_personal_bridge_tcp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:08 UTC 2025","Wed Oct 15 11:26:08 UTC 2025","0","e2e.basic.performance_tests.multi_station_throughput.wpa2_personal.vlan_mode","performance","TestMultiStaThptvlan","","","test_mstathpt_wpa2p_vlan_tcp_dl_5g_6[setup_configuration0]","
        pytest -m ""multi_sta_thpt and vlan and wpa2_personal and fiveg""

        "
"skipped","Wed Oct 15 11:26:10 UTC 2025","Wed Oct 15 11:26:10 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_40Mhz_2g","Test20Mhz2GChannel11PeakThroughput","","","test_client_wpa3_enterprise_bridge_udp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_enterprise and twog""
        "
"skipped","Wed Oct 15 11:26:18 UTC 2025","Wed Oct 15 11:26:18 UTC 2025","0","Client Isolation","Bridge","Client Isolation Enabled/Disabled on 2 Different SSIDs","","","CI is enabled on both, 2G and 5G (run traffic from 5G client to 2G client)","
        Description:
        Client Isolation is feature that isolates clients only within the same SSID,
        Thereby adding level of security to the users connected to the same SSID.
        However, we are able to ping the Stations from other SSIDs.

        This testcase is to verify that the clients connected to the different SSIDs
        (with client isolation enabled on both, 2.4GHz and 5GHz) are not isolated when
        traffic is run from 5GHz client to 2.4GHz client.

        Markers: client_isolation and wpa2_personal and bridge and ci_different_ssid and twog and fiveg and
                 ci_enabled_and_enabled and from_5g_to_2g
        "
"skipped","Wed Oct 15 11:26:12 UTC 2025","Wed Oct 15 11:26:12 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.open_encryption","test_peak_throughput_open_40Mhz_2g","Test20Mhz2GChannel7PeakThroughput","","","test_client_open_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""peak_throughput_tests and NAT and open and twog""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_2g","Test20Mhz2GChannel7PeakThroughput","","","test_client_wpa_bridge_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:19 UTC 2025","Wed Oct 15 11:26:19 UTC 2025","0","Country Code Tests","BRIDGE Mode(20 MHz)","US country code (Channel-161)","","","Test for bandwidth 20 and channel 161","Country code Bridge Mode
           pytest -m ""country_code and twentyMhz and wpa2 and fiveg and channel161""
        "
"skipped","Wed Oct 15 11:26:19 UTC 2025","Wed Oct 15 11:26:19 UTC 2025","0","Country Code Tests","BRIDGE Mode(20 MHz)","US country code (Channel-64)","","","Test for bandwidth 20 and channel 64","Country code Bridge Mode
           pytest -m ""country_code and twentyMhz and wpa2 and fiveg and channel64""
        "
"skipped","Wed Oct 15 11:26:17 UTC 2025","Wed Oct 15 11:26:17 UTC 2025","0","e2e.basic.performance_tests.throughput_benchmark.throughput_vs_various_pkt_sizes.open_security","test_bridge_mode","TestThroughputVsPktBridge5G","","","test_client_open_pkt_1024_5g[setup_configuration0]","Throughput Vs Pkt Sizes Bridge Mode
           pytest -m ""throughput_vs_pkt and Bridge and open and fiveg""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_40Mhz_5g","Test40Mhz5GChannel132PeakThroughput","","","test_client_wpa_bridge_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Wed Oct 15 11:26:19 UTC 2025","Wed Oct 15 11:26:19 UTC 2025","0","Client Connectivity Tests","NAT Mode","EAP TTLS Client Connectivity : Suite-A","","","Test for wpa3 enterprise 5 GHz"," wpa enterprise 2g
            pytest -m ""client_connectivity_tests and nat and enterprise and ttls and wpa3_enterprise and fiveg""
        "
"skipped","Wed Oct 15 11:26:12 UTC 2025","Wed Oct 15 11:26:12 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.open_encryption","test_peak_throughput_open_20Mhz_5g","TestCountryCA20Mhz5GChannel48PeakThroughput","","","test_client_open_nat_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""peak_throughput_tests and nat and open and twog""
        "
"skipped","Wed Oct 15 11:26:11 UTC 2025","Wed Oct 15 11:26:11 UTC 2025","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_40Mhz_5g","Test40Mhz5GChannel140PeakThroughput","","","test_client_wpa3_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_personal and twog""
        "
"skipped","Wed Oct 15 11:26:18 UTC 2025","Wed Oct 15 11:26:18 UTC 2025","0","Rate Limiting Tests","BRIDGE Mode","WPA2 Personal Security","","","Test for Upload per client batch size 1,2,5 5 GHz","
            Test Rate Limiting Scenario
            pytest -m ""rate_limiting_tests and bridge and wpa2_personal and fiveg and upload and batch_size_125""
        "
