"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Nov 24 13:05:26 UTC 2022","Thu Nov 24 13:05:26 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa_encryption","test_peak_throughput_wpa_40Mhz_5g","Test40Mhz5GChannel60PeakThroughput","","","test_client_wpa_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa and twog""
        "
"skipped","Thu Nov 24 13:05:23 UTC 2022","Thu Nov 24 13:05:23 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_20Mhz_2g","Test20Mhz2GChannel7PeakThroughput","","","test_client_wpa3_enterprise_nat_udp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:26 UTC 2022","Thu Nov 24 13:05:26 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa_encryption","test_peak_throughput_wpa_40Mhz_2g","Test20Mhz2GChannel8PeakThroughput","","","test_client_wpa_nat_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa and twog""
        "
"skipped","Thu Nov 24 13:05:25 UTC 2022","Thu Nov 24 13:05:25 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_5g","Test20Mhz5GChannel40PeakThroughput","","","test_client_wpa_nat_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa and twog""
        "
"skipped","Thu Nov 24 13:05:16 UTC 2022","Thu Nov 24 13:05:16 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_40Mhz_2g","Test20Mhz2GChannel2PeakThroughput","","","test_client_wpa2_enterprise_bridge_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:16 UTC 2022","Thu Nov 24 13:05:16 UTC 2022","0","e2e.basic.performance_tests.multi_station_throughput.wpa2_personal.nat_mode","performance","TestMultiStaThptnat","","","test_mstathpt_wpa2p_nat_tcp_dl_5g_18[setup_configuration0]","
        pytest -m ""multi_sta_thpt and nat and wpa2_personal and fiveg""

        "
"skipped","Thu Nov 24 13:05:16 UTC 2022","Thu Nov 24 13:05:16 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_40Mhz_5g","Test40Mhz5GChannel108PeakThroughput","","","test_client_wpa2_eap_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:24 UTC 2022","Thu Nov 24 13:05:24 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_2g","Test20Mhz2GChannel3PeakThroughput","","","test_client_wpa3_personal_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_personal and twog""
        "
"skipped","Thu Nov 24 13:05:15 UTC 2022","Thu Nov 24 13:05:15 UTC 2022","0","Client Scale Tests","WPA2 Personal Security","BRIDGE Mode","","","Test for UDP Upload 5 GHz"," Client Scale Test BRIDGE mode
            pytest -m ""client_scale_tests and bridge and wpa2_personal and fiveg and udp_upload""
        "
"skipped","Thu Nov 24 13:05:23 UTC 2022","Thu Nov 24 13:05:23 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_40Mhz_5g","Test40Mhz5GChannel132PeakThroughput","","","test_client_wpa2_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_personal and twog""
        "
"skipped","Thu Nov 24 13:05:21 UTC 2022","Thu Nov 24 13:05:21 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_40Mhz_2g","Test20Mhz2GChannel5PeakThroughput","","","test_client_wpa2_enterprise_nat_tcp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:26 UTC 2022","Thu Nov 24 13:05:26 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_5g","TestCountryCA20Mhz5GChannel52PeakThroughput","","","test_client_wpa_nat_tcp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa and twog""
        "
"skipped","Thu Nov 24 13:05:28 UTC 2022","Thu Nov 24 13:05:28 UTC 2022","0","e2e.basic.performance_tests.wifi_capacity_test.open","test_vlan_mode","TestWifiCapacityVLANMode2G","","","test_client_open_vlan_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test VLAN mode
            pytest -m ""wifi_capacity_test and vlan and open and twog""
        "
"skipped","Thu Nov 24 13:05:30 UTC 2022","Thu Nov 24 13:05:30 UTC 2022","0","Country Code Tests","BRIDGE Mode(80 MHz)","SG country code (Channel-132)","","","Test for bandwidth 80 and channel 132","Country code Bridge Mode
           pytest -m ""country_code and eightyMhz and wpa2 and fiveg and channel132""
        "
"skipped","Thu Nov 24 13:05:29 UTC 2022","Thu Nov 24 13:05:29 UTC 2022","0","Country Code Tests","BRIDGE Mode(20 MHz)","GB country code (Channel-48)","","","Test for bandwidth 20 and channel 48","Country code Bridge Mode
           pytest -m ""country_code and twentyMhz and wpa2 and fiveg and channel48""
        "
"skipped","Thu Nov 24 13:05:26 UTC 2022","Thu Nov 24 13:05:26 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_5g","TestCountryCA20Mhz5GChannel60PeakThroughput","","","test_client_wpa_nat_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa and fiveg""
        "
"skipped","Thu Nov 24 13:05:17 UTC 2022","Thu Nov 24 13:05:17 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_20Mhz_5g","TestCountryCA20Mhz5GChannel132PeakThroughput","","","test_client_wpa2_bridge_udp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa2_personal and twog""
        "
"skipped","Thu Nov 24 13:05:22 UTC 2022","Thu Nov 24 13:05:22 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_80Mhz_5g","Test80Mhz5GChannel132PeakThroughput","","","test_client_wpa2_eap_nat_udp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:20 UTC 2022","Thu Nov 24 13:05:20 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_40Mhz_2g","Test20Mhz2GChannel1PeakThroughput","","","test_client_wpa_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Thu Nov 24 13:05:17 UTC 2022","Thu Nov 24 13:05:17 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_40Mhz_5g","Test40Mhz5GChannel52PeakThroughput","","","test_client_wpa2_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
"skipped","Thu Nov 24 13:05:30 UTC 2022","Thu Nov 24 13:05:30 UTC 2022","0","MultiPsk Test","NAT Mode","WPA Security","","","Test for Client Connect with 1 VLAN","
                    NAT Mode Multipsk Test with wpa encryption 2.4 GHz Band
                    pytest -m ""multi_psk_tests and NAT and wpa_personal and vlan1 and twog""
        "
"skipped","Thu Nov 24 13:05:25 UTC 2022","Thu Nov 24 13:05:25 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_2g","Test20Mhz2GChannel8PeakThroughput","","","test_client_wpa_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa and twog""
        "
"skipped","Thu Nov 24 13:05:31 UTC 2022","Thu Nov 24 13:05:31 UTC 2022","0","Toggle Airplane Tests","BRIDGE Mode","General security mode Toggle Airplane","","","BRIDGE Mode Toggle Airplane Test with wpa_wpa2_personal_mixed encryption 5 GHz Band",""
"skipped","Thu Nov 24 13:05:28 UTC 2022","Thu Nov 24 13:05:28 UTC 2022","0","e2e.basic.performance_tests.wifi_capacity_test.open","test_bridge_mode","TestWifiCapacityBRIDGEModeDualBand","","","test_client_open_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and open and twog""
        "
"skipped","Thu Nov 24 13:05:23 UTC 2022","Thu Nov 24 13:05:23 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_20Mhz_5g","TestCountryCA20Mhz5GChannel52PeakThroughput","","","test_client_wpa3_eap_eap_nat_tcp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa3_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:24 UTC 2022","Thu Nov 24 13:05:24 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_80Mhz_5g","Test80Mhz5GChannel36PeakThroughput","","","test_client_wpa3_eap_nat_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:31 UTC 2022","Thu Nov 24 13:05:31 UTC 2022","0","MULTI VLAN Test","VLAN Mode","2.4 Ghz","","","Test VLAN with WPA Security Mode","
                    Multi VLAN Test with wpa encryption 2.4 GHz Band
                    pytest -m ""multi_vlan_tests and wpa and twog""
        "
"skipped","Thu Nov 24 13:05:14 UTC 2022","Thu Nov 24 13:05:14 UTC 2022","0","MULTI STATION PERFORMANCE","VLAN MODE","WPA2_personal MULTI STATION PERFORMANCE","","","BRIDGE Mode Multi Station Performance Test with 10dB,25dB,35dB(NSS-1) distance UDP-download 5 GHz Band",""
"skipped","Thu Nov 24 13:05:22 UTC 2022","Thu Nov 24 13:05:22 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_20Mhz_5g","TestCountryCA20Mhz5GChannel112PeakThroughput","","","test_client_wpa2_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa2_personal and twog""
        "
"skipped","Thu Nov 24 13:05:28 UTC 2022","Thu Nov 24 13:05:28 UTC 2022","0","e2e.basic.performance_tests.throughput_benchmark.throughput_vs_various_pkt_sizes.wpa_security","test_vlan_mode","TestThroughputVsPktVLANWpa2G","","","test_client_wpa_personal_pkt_1024_2g[setup_configuration0]","Throughput Vs Pkt Sizes VLAN MODE
           pytest -m ""throughput_vs_pkt and VLAN and wpa_personal and twog""
        "
"skipped","Thu Nov 24 13:05:16 UTC 2022","Thu Nov 24 13:05:16 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_40Mhz_5g","Test40Mhz5GChannel44PeakThroughput","","","test_client_wpa2_eap_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:19 UTC 2022","Thu Nov 24 13:05:19 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_20Mhz_5g","TestCountryCA20Mhz5GChannel140PeakThroughput","","","test_client_wpa3_bridge_udp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and bridge and wpa3_personal and twog""
        "
"skipped","Thu Nov 24 13:05:20 UTC 2022","Thu Nov 24 13:05:20 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_40Mhz_5g","Test40Mhz5GChannel36PeakThroughput","","","test_client_wpa_bridge_udp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Thu Nov 24 13:05:14 UTC 2022","Thu Nov 24 13:05:14 UTC 2022","0","e2e.advanced.multi_association_disassociation.wpa2_personal","test_vlan_association_disassociation","TestMultiAssoDisassoVlan","","","test_multi_station_VLAN_udp_download_5g[setup_configuration0]",""
"skipped","Thu Nov 24 13:05:24 UTC 2022","Thu Nov 24 13:05:24 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_80Mhz_5g","Test80Mhz5GChannel52PeakThroughput","","","test_client_wpa3_eap_nat_udp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:20 UTC 2022","Thu Nov 24 13:05:20 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_80Mhz_5g","Test80Mhz5GChannel52PeakThroughput","","","test_client_wpa3_bridge_tcp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_personal and twog""
        "
"skipped","Thu Nov 24 13:05:23 UTC 2022","Thu Nov 24 13:05:23 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_20Mhz_5g","TestCountryCA20Mhz5GChannel108PeakThroughput","","","test_client_wpa3_eap_eap_nat_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa3_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:18 UTC 2022","Thu Nov 24 13:05:18 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_40Mhz_5g","Test40Mhz5GChannel36PeakThroughput","","","test_client_wpa3_eap_bridge_tcp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:17 UTC 2022","Thu Nov 24 13:05:17 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_20Mhz_2g","Test20Mhz2GChannel11PeakThroughput","","","test_client_wpa2_personal_bridge_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
"skipped","Thu Nov 24 13:05:29 UTC 2022","Thu Nov 24 13:05:29 UTC 2022","0","Country Code Tests","BRIDGE Mode(20 MHz)","IN country code (Channel-7)","","","Test for bandwidth 20 and channel 7","Country code Bridge Mode
           pytest -m ""country_code and twentyMhz and wpa2 and twog and channel7""
        "
"skipped","Thu Nov 24 13:05:21 UTC 2022","Thu Nov 24 13:05:21 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_20Mhz_5g","Test20Mhz5GChannel36PeakThroughput","","","test_client_wpa2_eap_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa2_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:31 UTC 2022","Thu Nov 24 13:05:31 UTC 2022","0","Client Connect Tests","NAT Mode","Enterprise security mode Client Connect","","","NAT Mode Client Connect Test with wpa3_personal_mixed encryption 2.4 GHz Band","
            NAT Mode Client Connect Test with wpa3_personal_mixed encryption 2.4 GHz Band
            pytest -m ""client_connect_tests and nat and enterprise and wpa3_personal_mixed and twog""
        "
"skipped","Thu Nov 24 13:05:15 UTC 2022","Thu Nov 24 13:05:15 UTC 2022","0","e2e.basic.configuration_tests.vlan_mode","test_general_security_modes_configuration","TestVLANModeConnectivitySuiteB","","","test_setup_wpa_wpa2_personal_mixed_5g_ssid_profile[setup_configuration0]"," SSID Profile Creation wpa_wpa2_personal_mixed 5G
            pytest -m ""setup and vlan and general and suiteB and wpa_wpa2_personal_mixed and fiveg""

         "
"skipped","Thu Nov 24 13:05:25 UTC 2022","Thu Nov 24 13:05:25 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_80Mhz_5g","Test80Mhz5GChannel52PeakThroughput","","","test_client_wpa3_nat_udp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_personal and twog""
        "
"skipped","Thu Nov 24 13:05:23 UTC 2022","Thu Nov 24 13:05:23 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_20Mhz_5g","TestCountryCA20Mhz5GChannel108PeakThroughput","","","test_client_wpa3_eap_eap_nat_tcp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa3_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:28 UTC 2022","Thu Nov 24 13:05:28 UTC 2022","0","Country Code Tests","BRIDGE Mode(20 MHz)","CA country code (Channel-144)","","","Test for bandwidth 20 and channel 144","Country code Bridge Mode
           pytest -m ""country_code and twentyMhz and wpa2 and fiveg and channel144""
        "
"skipped","Thu Nov 24 13:05:23 UTC 2022","Thu Nov 24 13:05:23 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_40Mhz_2g","Test20Mhz2GChannel11PeakThroughput","","","test_client_wpa2_personal_nat_udp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_personal and twog""
        "
"skipped","Thu Nov 24 13:05:20 UTC 2022","Thu Nov 24 13:05:20 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_20Mhz_2g","Test20Mhz2GChannel8PeakThroughput","","","test_client_wpa_bridge_tcp_dl[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Thu Nov 24 13:05:15 UTC 2022","Thu Nov 24 13:05:15 UTC 2022","0","e2e.basic.configuration_tests.vlan_mode","test_general_security_modes_configuration","TestSetupVLANSuiteA","","","test_setup_wpa2_personal_5g_ssid_profile[setup_configuration0]"," SSID Profile Creation wpa2_personal 5G
            pytest -m ""setup and vlan and general and suiteA and wpa2_personal and fiveg""
         "
"skipped","Thu Nov 24 13:05:15 UTC 2022","Thu Nov 24 13:05:15 UTC 2022","0","e2e.basic.configuration_tests.nat_mode","test_general_security_modes_configuration","TestNATModeConnectivitySuiteB","","","test_setup_wpa3_personal_mixed_2g_ssid_profile[setup_configuration0]"," SSID Profile Creation wpa3_personal_mixed 2.4G
            pytest -m ""setup and nat and general and suiteB and wpa3_personal_mixed and twog""
         "
"skipped","Thu Nov 24 13:05:25 UTC 2022","Thu Nov 24 13:05:25 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_40Mhz_5g","Test40Mhz5GChannel44PeakThroughput","","","test_client_wpa3_nat_tcp_dl[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa3_personal and twog""
        "
"skipped","Thu Nov 24 13:05:30 UTC 2022","Thu Nov 24 13:05:30 UTC 2022","0","Country Code Tests","BRIDGE Mode(40 MHz)","RU country code (Channel-116)","","","Test for bandwidth 40 and channel 116","Country code Bridge Mode
           pytest -m ""country_code and fourtyMhz and wpa2 and fiveg and channel116""
        "
"skipped","Thu Nov 24 13:05:15 UTC 2022","Thu Nov 24 13:05:15 UTC 2022","0","Client Scale Tests","WPA3 Personal Security","BRIDGE Mode","","","Test for TCP Download 5 GHz"," Client Scale Test BRIDGE mode
            pytest -m ""client_scale_tests and bridge and wpa3_personal and fiveg and tcp_download""
        "
"skipped","Thu Nov 24 13:05:21 UTC 2022","Thu Nov 24 13:05:21 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_40Mhz_5g","Test40Mhz5GChannel44PeakThroughput","","","test_client_wpa2_eap_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and NAT and wpa2_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:30 UTC 2022","Thu Nov 24 13:05:30 UTC 2022","0","Client Connectivity Tests","NAT Mode","General security mode Client Connectivity","","","NAT Mode Client Connectivity Test with open encryption 5 GHz Band","
            NAT Mode Client Connectivity Test with open encryption 5 GHz Band
            pytest -m ""client_connectivity_tests and nat and general and open and fiveg""
        "
"skipped","Thu Nov 24 13:05:18 UTC 2022","Thu Nov 24 13:05:18 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_enterprise_encryption","test_peak_throughput_wpa3_eap_40Mhz_2g","Test20Mhz2GChannel9PeakThroughput","","","test_client_wpa3_enterprise_bridge_tcp_bidirectional[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:21 UTC 2022","Thu Nov 24 13:05:21 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_80Mhz_5g","Test80Mhz5GChannel132PeakThroughput","","","test_client_wpa_bridge_udp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Thu Nov 24 13:05:16 UTC 2022","Thu Nov 24 13:05:16 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_enterprise_encryption","test_peak_throughput_wpa2_eap_40Mhz_5g","Test40Mhz5GChannel100PeakThroughput","","","test_client_wpa2_eap_bridge_udp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_enterprise and twog""
        "
"skipped","Thu Nov 24 13:05:14 UTC 2022","Thu Nov 24 13:05:14 UTC 2022","0","MULTI STATION PERFORMANCE","NAT Mode","WPA2_personal MULTI STATION PERFORMANCE","","","BRIDGE Mode Multi Station Performance Test with 10dB(NSS-2) distance UDP-download 5 GHz Band",""
"skipped","Thu Nov 24 13:05:14 UTC 2022","Thu Nov 24 13:05:14 UTC 2022","0","e2e.advanced.downlink_mu_mimo_test.open","performance","TestMuMimoVlan","","","test_mu_mimo_open_vlan_5g[setup_configuration0]","
            Downlink MU-MIMO Test: VLAN Mode
            pytest -m downlink_mu_mimo and vlan and open and fiveg
            "
"skipped","Thu Nov 24 13:05:19 UTC 2022","Thu Nov 24 13:05:19 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa3_personal_encryption","test_peak_throughput_wpa3_40Mhz_2g","Test20Mhz2GChannel2PeakThroughput","","","test_client_wpa3_personal_bridge_udp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa3_personal and twog""
        "
"skipped","Thu Nov 24 13:05:15 UTC 2022","Thu Nov 24 13:05:15 UTC 2022","0","Client Scale Tests","wpa Personal Security","BRIDGE Mode","","","Test for TCP Download 5 GHz"," Client Scale Test BRIDGE mode
            pytest -m ""client_scale_tests and bridge and wpa_personal and fiveg and tcp_download""
        "
"skipped","Thu Nov 24 13:05:30 UTC 2022","Thu Nov 24 13:05:30 UTC 2022","0","Rate Limiting Tests","NAT Mode","WPA2 Personal Security","","","Test for Upload per client batch size 1,2,5 5 GHz","
            Test Rate Limiting Scenario
            pytest -m ""rate_limiting_tests and nat and wpa2_personal and fiveg and upload and batch_size_125""
        "
"skipped","Thu Nov 24 13:05:30 UTC 2022","Thu Nov 24 13:05:30 UTC 2022","0","Country Code Tests","BRIDGE Mode(20 MHz)","SG country code (Channel-64)","","","Test for bandwidth 20 and channel 64","Country code Bridge Mode
           pytest -m ""country_code and twentyMhz and wpa2 and fiveg and channel64""
        "
"skipped","Thu Nov 24 13:05:17 UTC 2022","Thu Nov 24 13:05:17 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_20Mhz_2g","Test20Mhz2GChannel7PeakThroughput","","","test_client_wpa2_personal_bridge_tcp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa2_personal and twog""
        "
"skipped","Thu Nov 24 13:05:21 UTC 2022","Thu Nov 24 13:05:21 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.bridge_mode.wpa_encryption","test_peak_throughput_wpa_40Mhz_5g","Test40Mhz5GChannel140PeakThroughput","","","test_client_wpa_bridge_udp_ul[setup_configuration0]"," Wifi Capacity Test BRIDGE mode
            pytest -m ""wifi_capacity_test and BRIDGE and wpa and twog""
        "
"skipped","Thu Nov 24 13:05:22 UTC 2022","Thu Nov 24 13:05:22 UTC 2022","0","e2e.basic.performance_tests.peak_throughput_tests.nat_mode.wpa2_personal_encryption","test_peak_throughput_wpa2_20Mhz_5g","TestCountryCA20Mhz5GChannel104PeakThroughput","","","test_client_wpa2_nat_udp_ul[setup_configuration0]"," Wifi Capacity Test NAT mode
            pytest -m ""wifi_capacity_test and nat and wpa2_personal and twog""
        "
